rfc_num,rule
6871,i=secondary video (slides)
6871,s=An SDP Media NEG example
6871,a=sendonly
6873,R = Request
6873,r = Response
6873,O = Original transmission
6873,D = Duplicate transmission
6873,S = Sent message
6873,R = Received message
6873,U = UDP
6873,T = TCP
6873,S = SCTP
6873,U = Unencrypted message
6873,branch=z9hG4bKnashds8;received=192.0.2.1
6873,s=Session SDP
6873,tag=DL88360fa5fc;epid=0x34619b0
6875,v=Version number
6875,ip=IP address of physical interface
6875,port=Port number of physical interface
6875,numpeers=number of responding peers
6896,scs-cookie-name   = token
6917,s=MediaCtrl
6917,s=A conversation
6929,p = q;
6929,fp = stdin;
6929,p = buffer;
6932,p = D7C134AA264366862A18302575D1D787B09F075797DA89F57EC8C0FF
6932,A = 68A5E62CA9CE6C1C299803A6C1530B514E182AD8B0042A59CAD29F43
6932,B = 2580F63CCFE44138870713B1A92369E33E2135D266DBB372386C400B
6932,x = 0D9029AD2C7E5CF4340823B2A87DC68C9E4CE3174C1E6EFDEE12C07D
6932,y = 58AA56F772C0726F24C6B89E4ECDAC24354B9E99CAA3F6D3761402CD
6932,q = D7C134AA264366862A18302575D0FB98D116BC4B6DDEBCA3A5A7939F
6932,z = 2DF271E14427A346910CF7A2E6CFA7B3F484E5C2CCE1C8B730E28B3F
6932,p = A9FB57DBA1EEA9BC3E660A909D838D726E3BF623D52620282013481D1F6E5377
6932,A = 7D5A0975FC2C3057EEF67530417AFFE7FB8055C126DC5C6CE94A4B44F330B5D9
6932,B = 26DC5C6CE94A4B44F330B5D9BBD77CBF958416295CF7E1CE6BCCDC18FF8C07B6
6932,x = 8BD2AEB9CB7E57CB2C4B482FFC81B7AFB9DE27E1E3BD23C23A4453BD9ACE3262
6932,y = 547EF835C3DAC4FD97F8461A14611DC9C27745132DED8E545C1D54C72F046997
6932,q = A9FB57DBA1EEA9BC3E660A909D838D718C397AA3B561A6F7901E0E82974856A7
6932,z = 3E2D4BD9597B58639AE7AA669CAB9837CF5CF20A2C852D10F655668DFC150EF0
6932,"p = 8CB91E82A3386D280F5D6F7E50E641DF152F7109ED5456B412B1DA197FB711
    23ACD3A729901D1A71874700133107EC53"
6932,"A = 7BC382C63D8C150C3C72080ACE05AFA0C2BEA28E4FB22787139165EFBA91F9
    0F8AA5814A503AD4EB04A8C7DD22CE2826"
6932,"B = 04A8C7DD22CE28268B39B55416F0447C2FB77DE107DCD2A62E880EA53EEB62
    D57CB4390295DBC9943AB78696FA504C11"
6932,"x = 1D1C64F068CF45FFA2A63A81B7C13F6B8847A3E77EF14FE3DB7FCAFE0CBD10
    E8E826E03436D646AAEF87B2E247D4AF1E"
6932,"y = 8ABE1D7520F9C2A45CB1EB8E95CFD55262B70B29FEEC5864E19C054FF99129
    280E4646217791811142820341263C5315"
6932,"q = 8CB91E82A3386D280F5D6F7E50E641DF152F7109ED5456B31F166E6CAC0425
    A7CF3AB6AF6B7FC3103B883202E9046565"
6932,"z = 41DFE8DD399331F7166A66076734A89CD0D2BCDB7D068E44E1F378F41ECBAE
    97D2D63DBC87BCCDDCCC5DA39E8589291C"
6932,"p = AADD9DB8DBE9C48B3FD4E6AE33C9FC07CB308DB3B3C9D20ED6639CCA703308
    717D4D9B009BC66842AECDA12AE6A380E62881FF2F2D82C68528AA6056583A
    48F3"
6932,"A = 7830A3318B603B89E2327145AC234CC594CBDD8D3DF91610A83441CAEA9863
    BC2DED5D5AA8253AA10A2EF1C98B9AC8B57F1117A72BF2C7B9E7C1AC4D77FC
    94CA"
6932,"B = 3DF91610A83441CAEA9863BC2DED5D5AA8253AA10A2EF1C98B9AC8B57F1117
    A72BF2C7B9E7C1AC4D77FC94CADC083E67984050B75EBAE5DD2809BD638016
    F723"
6932,"x = 81AEE4BDD82ED9645A21322E9C4C6A9385ED9F70B5D916C1B43B62EEF4D009
    8EFF3B1F78E2D0D48D50D1687B93B97D5F7C6D5047406A5E688B352209BCB9
    F822"
6932,"z = 12EE58E6764838B69782136F0F2D3BA06E27695716054092E60A80BEDB212B
    64E585D90BCE13761F85C3F1D2A64E3BE8FEA2220F01EBA5EEB0F35DBD29D9
    22AB"
6940,Via=A
6940,Dest=Z
6940,Dest=A
6940,Via=X1
6940,exists = False
6947,rtcp-port = port
6954,dA = 39F155483CEE191FBECFE9C81D8AB1A03CDA6790E7184ACE44BCA161
6954,dB = 6060552303899E2140715816C45B57D9B42204FB6A5BF5BEAC10DB00
6954,dA = 1E20F5E048A5886F1F157C74E91BDE2B98C8B52D58E5003D57053FC4B0BD6
6954,dB = 032640BC6003C59260F7250C3DB58CE647F98E1260ACCE4ACDA3DD869F74E
6954,dA = 16302FF0DBBB5A8D733DAB7141C1B45ACBC8715939677F6A56850A38BD87B
6954,dB = 230E18E1BCC88A362FA54E4EA3902009292F7F8033624FD471B5D8ACE49D1
6955,b = the output size of HASH in bits
6955,Epriv = entity private value
6976,RX = Reception
6976,TX = Transmission
6986,"h = fd102cf8812ccb1191ea34af21394f38
    17a86641445aa9a626488adb33738ebd
    2754f6908cbbbac5d3ed0f522c50815c
    954135793fb1f5d905fee4736b3bdae2"
6986,"h = 5c881fd924695cf196c2e4fec20d14b6
    42026f2a0b1716ebaabb7067d4d59752
    3d2db69d6d3794622147a14f19a66e7f
    9037e1d662d34501a8901a5de7771d7c"
6986,"h = 486f64c1917879417fef082b3381a4e2
    11c324f074654c38823a7b76f830ad00
    fa1fbae42b1285c0352f227524bc9ab1
    6254288dd6863dccd5b9f54a1ad0541b"
6986,"h = e3bbadbf78af3264c9137127608aa510
    de90ba4d3075665844965fb611dbb199
    8d48552a0c0ce6bcba71bc802a4f5b2d
    2a07b12c22e25794178570341096fdc7"
6986,"h = 70f22bada4cfe18a6a56ec4b3f328cd4
    0db8e1bf8a9d5f711d5efab11191279d
    715aab7648d07eddbf87dc79c80516e6
    ffcbcf5678b0ac29ea00fa85c8173cc6"
6986,"h = 00557be5e584fd52a449b16b0251d05d
    27f94ab76cbaa6da890b59d8ef1e159d
    2088e482e2acf564e0e9795a51e4dd26
    1f3f667985a2fcc40ac8631faca1709a"
6986,"M2 = fbe2e5f0eee3c820fbeafaebef20fffb
     f0e1e0f0f520e0ed20e8ece0ebe5f0f2
     f120fff0eeec20f120faf2fee5e2202c
     e8f6f3ede220e8e6eee1e8f0f2d1202c
     e8f0f2e5e220e5d1"
6986,"h = cd7f602312faa465e3bb4ccd9795395d
    e2914e938f10f8e127b7ac459b0c517b
    98ef779ef7c7a46aa7843b8889731f48
    2e5d221e8e2cea852e816cdac407c7af"
6986,"EPSILON = fbeafaebef20fffbf0e1e0f0f520e0ed
          20e8ece0ebe5f0f2f120fff0eeec20f1
          20faf2fee5e2202ce8f6f3ede220e8e6
          eee1e8f0f2d1202ce8f0f2e5e220e5d1"
6986,"h = c544ae6efdf14404f089c72d5faf8dc6
    aca1db5e28577fc07818095f1df70661
    e8b84d0706811cf92dffb8f96e61493d
    c382795c6ed7a17b64685902cbdc878e"
6986,"EPSILON = fbeafaebef20fffbf0e1e0f0f520e0ed
          20e8ece0ebe5f0f2f120fff0eeec20f1
          20faf2fee5e2202ce8f6f3ede220e8e6
          eee1e8f0f2d1202ee4d3d8d6d104adf1"
6986,"h = 4deb6649ffa5caf4163d9d3f9967fbbd
    6eb3da68f916b6a09f41f2518b81292b
    703dc5d74e1ace5bcd3458af43bb456e
    837326088f2b5df14bf83997a0b1ad8d"
6986,"h = 28fbc9bada033b1460642bdcddb90c3f
    b3e56c497ccd0f62b8a2ad4935e85f03
    7613966de4ee00531ae60f3b5a47f8da
    e06915d5f2f194996fcabf2622e6881e"
6986,"h = 203cc15dd55fcaa5b7a3bd98fb2408a6
    7d5b9f33a80bb50540852b204265a2c1
    aaca5efe1d8d51b2e1636e34f5becc07
    7d930114fefaf176b69c15ad8f2b6878"
6986,"h = a69049e7bd076ab775bc2873af26f098
    c538b17e39a5c027d532f0a2b3b56426
    c96b285fa297b9d39ae6afd8b9001d97
    bb718a65fcc53c41b4ebf4991a617227"
6986,"h = aee3bd55ea6f387bcf28c6dcbdbbfb3d
    dacc67dcc13dbd8d548c6bf808111d4b
    75b8e74d2afae960835ae6a5f0357555
    9c9fd839783ffcd5cf99bd61566b4818"
6986,"h = 508f7e553c06501d749a66fc28c6cac0
    b005746d97537fa85d9e40904efed29d
    c345e53d7f84875d5068e4eb743f0793
    d673f09741f9578471fb2598cb35c230"
7001,"authserv-id = value
            ; see below for a description of this element"
7001,"result = Keyword
       ; indicates the results of the attempt to authenticate
       ; the message; see below for details"
7006,type=value
7006,att-field          = token
7008,L1 = nL1;   R1 = nR1;   L2 = nL2;   R2 = nR2;
7016,ackCursor = cumulativeAck;
7016,ackCursor = rangeTo;
7027,dA = 1E20F5E048A5886F1F157C74E91BDE2B98C8B52D58E5003D57053FC4B0BD6
7027,dB = 032640BC6003C59260F7250C3DB58CE647F98E1260ACCE4ACDA3DD869F74E
7027,dA = 16302FF0DBBB5A8D733DAB7141C1B45ACBC8715939677F6A56850A38BD87B
7027,dB = 230E18E1BCC88A362FA54E4EA3902009292F7F8033624FD471B5D8ACE49D1
7058,s=MediaCtrl
7058,s=A conversation
7058,branch=z9hG4bK1396873708
7088,a=active
7088,a=recvonly
7088,a=sendonly
7091,a = 0x7
7104,s=DUP Grouping Semantics
7104,s=Delayed Duplication
7139,N = Ceiling of
7143,TaskReporting=FastAbort operational (FastAbort sessions) even while
7143,key=value in the data part of the following Login or Text Response or
7143,key=value pairs of its own as part of a sequence and not only in
7143,InitiatorAlias=Exchange Server
7143,Offset=Immediate Data Length and Desired Data Transfer
7143,AuthMethod=KRB5
7143,AuthMethod=SRP
7143,TargetAuth=Yes
7143,TargetAuth=No
7143,AuthMethod=CHAP
7143,AuthMethod=None
7143,SendTargets=All
7143,send-data-SNACK = TRUE;
7143,send-status-SNACK = TRUE;
7143,send-recovery-R2T = TRUE;
7143,snack-failure = FALSE;
7143,snack-failure = TRUE;
7143,send-status-SNACK = FALSE;
7143,AffectedConnection = Connection;
7143,NewConnection = Connection;
7145,RDMAExtensions=Yes was negotiated on the leading connection of the
7161,proto = MH
7162,attr-flag-keyword   = atom
7181,Type = GATEWAY that is also associated with more than one outgoing
7193,encapsulatingContent=y; where y is one or more CMS ECT
7193,innerContent=x; where x is one or more CMS ICT (Inner Content Type)
7195,ext-mech-name      = token
7195,ext-mech-value     = token
7197,s=Delayed Duplication
7198,s=Delayed Duplication
7198,s=DUP Grouping Semantics
7208,c = SMTP client IP (easily readable format)
7208,t = current timestamp
7208,identity=mailfrom; client-ip=192.0.2.1;
7208,sender           = Mailbox
7230,authority-form = authority
7231,type       = token
7231,subtype    = token
7231,charset = token
7231,content-coding   = token
7231,method = token
7231,From    = mailbox
7231,product-version = token
7231,From = mailbox
7231,content-coding = token
7231,subtype = token
7231,type = token
7233,other-range-unit = token
7235,auth-scheme    = token
7235,auth-scheme = token
7253,P = INVALID
7261,annexb=no
7273,clksrc-param-name  = token
7273,ptp-version-ext = token
7273,s=SDP Seminar
7273,i=A Seminar on the session description protocol
7273,a=recvonly
7273,media-clktag = base64
7273,mediaclock-param-name  = token
7273,a=sendonly
7281,smime=fail (certificate is revoked by CRL)
7281,micalg=SHA1;
7310,variant=standard
7310,variant=enhanced
7316,PNI-value                 = hostname
7393,IWF = Internetworking Function
7398,GRA = Globally Routable Address
7398,GW = Gateway
7398,UE = User Equipment
7398,RAN = Radio Access Network
7398,GGSN = Gateway General Packet Radio Service (GPRS) Support Node
7398,BRAS = Broadband Remote Access Server
7398,CGN = Carrier Grade NAT
7398,RT = Resource Transition Point
7410,"ptype = Keyword
      ; indicates whether the property being evaluated was
      ; a parameter to an [SMTP] command, was a value taken
      ; from a message header field, was some property of
      ; the message body, or was some other property evaluated by
      ; the receiving Message Transfer Agent (MTA)"
7415,LCT = ta;
7417,R     = RSVP router
7425,markerFound = false;
7425,markerFound = true;
7425,hmacLength = negotiated length;
7428,SCI =  0x3
7428,DCI =  0x2
7431,P = Primary path
7431,S = Secondary path
7433,pkg-param-value = token
7433,cont-param-value = token
7444,sio-label-parm = parameter
7444,fgcolor=black; bgcolor=red;
7444,fgcolor = black ; bgcolor = red ;
7444,change=delete;
7444,new-fgcolor=black; new-bgcolor=red;
7444,change=replace;
7444,change=add;
7452,TLS = Transport Layer Security
7453,mplsTunnelExtEgressLSRLocalIdValid = true
7453,mplsInSegmentIndex           = 0x0000001
7463,s=IP SIP UA
7463,a=sendrecv
7469,directive-name        = token
7486,realm = unreserved
7489,MSA = Mail Submission Agent
7489,MDA = Mail Delivery Agent
7489,selected = true
7489,selected = false
7489,"receiver = domain
           ; imported from [MAIL]"
7489,policy-domain   = domain
7490,X = Normal label stack packet arriving at S
7490,Y = Normal label stack packet leaving S
7490,Z = RLFA label stack to D via C as the remote LFA repair target
7497,GW = Gateway
7499,State = 0xabc00001
7499,State = 0xabc000001
7499,State = 0xdef00002
7499,State = 0x98700003
7499,Service-Type = Login
7499,State = 0xcba00003
7499,State = 0xcba00004
7499,State = 0xfda000003
7502,n = TRUE
7502,n = FALSE
7512,type=cert;
7512,type=private
7512,type=cert
7530,modified = TRUE;
7539,Block = 6f4620636968706172676f7470797243
7539,Acc = 2c88c77849d64ae9147ddeb88e69c83fc
7539,Block = 6f7247206863726165736552206d7572
7539,Acc = 2d8adaf23b0337fa7cccfb4ea344b30de
7540,HTTP2-Settings    = token68
7540,extension-field = bar
7540,foo = bar
7541,B = next octet
7544,privacy=off
7544,reason=unconditional;counter=1
7597,r = length of the IPv4 prefix given by the BMR;
7597,o = length of the EA bit field as given by the BMR;
7601,"authserv-id = value
            ; see below for a description of this element"
7601,"result = Keyword
       ; indicates the results of the attempt to authenticate
       ; the message; see below for details"
7616,userhash=true
7616,userhash=false
7639,protocol-id     = token ; percent-encoded ALPN protocol identifier
7644,filter=title pr
7662,token=2YotnFZFEjr1zCsicMWpAA
7664,x = seed
7664,save = base
7664,PE = temp
7667,FT = Feedback Target
7693,b = t;
7699,Identifier = local value indicating the laser in use
7701,standard-token    = token
7701,a=chatroom
7714,P = Plaintext (to be encrypted and authenticated)
7714,A = Associated Data (to be authenticated only)
7714,C = Ciphertext (encrypted and authenticated)
7714,A = Associated Data (authenticated only)
7728,s=Pausing Media
7747,WATime=time traffic first flows
7749,start = rfc
7761,oiflist = NULL
7761,dr = me
7761,dr = neighbor
7761,sentRegisterStop = FALSE;
7761,sentRegisterStop = TRUE;
7804,data=biwsbj11c2VyLHI9ck9wck5HZndFYmVSV2diTkVrcU8K
7804,"data=cj1yT3ByTkdmd0ViZVJXZ2JORWtxTyVodllEcFdVYTJSYVRDQWZ1eEZJ
   bGopaE5sRixzPVcyMlphSjBTTlk3c29Fc1VFamI2Z1E9PSxpPTQwOTYK"
7804,"data=Yz1iaXdzLHI9ck9wck5HZndFYmVSV2diTkVrcU8laHZZRHBXVWEyUmFUQ
   0FmdXhGSWxqKWhObEYscD1kSHpiWmFwV0lrNGpVaE4rVXRlOXl0YWc5empm"
7804,data=dj02cnJpVFJCaTIzV3BSUi93dHVwK21NaFVaVW4vZEI1bkxUSlJzamw5N
7804,"data=Yz1iaXdzLHI9ck9wck5HZndFYmVSV2diTkVrcU80MDk2JWh2WURwV1VhM
 lJhVENBZnV4RklsailoTmxGLHA9ZEh6YlphcFdJazRqVWhOK1V0ZTl5dGFnOX
 pqZk1IZ3NxbW1pejdBbmRWUT0K"
7807,start = problem
7811,localroot = x
7811,Z = P
7811,cur = prev
7825,s=SDP Seminar
7825,i=A Seminar on the session description protocol
7825,a=recvonly
7826,Time-Limited=20141224T1500Z
7826,time=20130618T161256Z
7826,s=SDP Seminar
7826,i=A Seminar on the session description protocol
7826,Time-Limited=20081128T165900
7826,ssrc=93CB001E
7826,ssrc=A813FC13
7826,MIKEY=VGhpcyBpcyB0aGUgZmlyc3Qgc3RyZWFtcyBNSUtFWSBtZXNzYWdl
7826,ssrc=93CB001E;
7826,MIKEY=TUlLRVkgUmVzcG9uc2UgdHdpc3Rlci4zZ3AvdHJhY2tJRD0x
7826,ssrc=A813FC13;
7826,MIKEY=TUlLRVkgUmVzcG9uc2UgdHdpc3Rlci4zZ3AvdHJhY2tJRD00
7826,i=audio test
7826,setup=active;connection=new
7826,setup=passive;connection=new;ssrc=93CB001E
7826,s=I came from a web page
7826,s=I contain
7838,protocol-id   = token ; percent-encoded ALPN protocol name
7866,a=sendonly
7866,a=recvonly
7868,lik = the link connecting node i to neighbor k
7878,BEEP = Blocks Extensible Exchange Protocol
7878,TLS = Transport Layer Security
7879,DTLS-SRTP=XXX v
7914,X = Salsa (T)
7914,X = scryptBlockMix (T)
7925,UDH = user data header
7925,IEI = information element identifier
7932,crc = 0xffffffffUL;
7940,start = lgr
7945,VoD = Video on Demand
7945,HLS  = HTTP Live Streaming
7945,DASH = Dynamic Adaptive Streaming over HTTP
7967,S = estimated response size
7967,G = group size estimate
7967,R = data transfer rate
7989,remote=47755a9de7794ba387653f2099600ef2
7996,start = svg
8007,Absolute-Time = number ; seconds since UNIX epoch (Section 5.2.5)
8007,Ccid = tstr ; see RFC 8006
8007,URI = tstr
8009,IV = cipher state
8009,L = length of C in bits
8030,Topic = token
8030,cache-control  = private
8032,s=self
8032,p=point
8032,z=q
8034,R = Maximum Sustained Traffic Rate (bps)
8034,P = Peak Traffic Rate (bps)
8034,B = Maximum Traffic Burst (bytes)
8034,drop = TRUE;
8040,root = string  ;; replacement string for {+restconf}
8040,key-value = string  ;; constrained chars are percent-encoded
8040,basic-mode=explicit
8053,auth-style=modal
8053,O = MAY contain; n = SHOULD NOT contain; N = MUST NOT contain
8053,i = SHOULD be ignored; I = MUST be ignored;
8055,op-id          = token
8056,linked = associated
8056,ok = active
8056,pendingCreate = pending create
8056,pendingDelete = pending delete
8056,pendingRenew = pending renew
8056,pendingTransfer = pending transfer
8056,pendingUpdate = pending update
8056,addPeriod = add period
8056,autoRenewPeriod = auto renew period
8056,clientDeleteProhibited = client delete prohibited
8056,clientHold = client hold
8056,clientRenewProhibited = client renew prohibited
8056,clientTransferProhibited = client transfer prohibited
8056,clientUpdateProhibited = client update prohibited
8056,pendingRestore = pending restore
8056,redemptionPeriod = redemption period
8056,renewPeriod = renew period
8056,serverDeleteProhibited = server delete prohibited
8056,serverRenewProhibited = server renew prohibited
8056,serverTransferProhibited = server transfer prohibited
8056,serverUpdateProhibited = server update prohibited
8056,serverHold = server hold
8056,transferPeriod = transfer period
8068,a=sendonly
8075,"q  = query            ; from [RFC3986], Section 3.4"
8098,attribute = Atom
8098,value = word
8098,address-type = Atom
8098,mta-name-type = Atom
8098,disposition-modifier-extension = Atom
8130,g = Gain
8130,BP = Bandpass Voicing
8130,LSF = Line Spectral Frequencies
8130,FEC = Forward Error Correction Parity Bits
8130,FM = Fourier Magnitudes
8130,AF = Aperiodic Flag
8130,BP = Bandpass voicing
8130,FS = Fourier magnitudes
8130,LSP = Line Spectral Pair
8130,GAIN = Gain
8130,JITTER = Jitter
8130,GAIN2 = MSVQ index of the 2nd stage
8133,X = 0xa69d51caf1a309fa9e9b66187759b0174c274e080356f23cfcbfe84d396ad7bb
8133,Y = 0x5d26f29ecc2e9ac0404dcf7986fa55fe94986362170f54b9616426a659786dac
8133,SEED = 0x0001
8133,X = 0x3d715a874a4b17cb3b517893a9794a2b36c89d2ffc693f01ee4cc27e7f49e399
8133,Y = 0x1c5a641fcf7ce7e87cdf8cea38f3db3096eace2fad158384b53953365f4fe7fe
8133,SEED = 0x0000
8133,X = 0x1e36383e43bb6cfa2917167d71b7b5dd3d6d462b43d7c64282ae67dfbec2559d
8133,Y = 0x137478a9f721c73932ea06b45cf72e37eb78a63f29a542e563c614650c8b6399
8133,SEED = 0x0006
8133,"X = 0x2a17f8833a32795327478871b5c5e88aefb91126c64b4b8327289bea62559425
      d18198f133f400874328b220c74497cd240586cb249e158532cb8090776cd61c"
8133,"Y = 0x728f0c4a73b48da41ce928358fad26b47a6e094e9362bae82559f83cddc4ec3a
      4676bd3707edeaf4cd85e99695c64c241edc622be87dc0cf87f51f4367f723c5"
8133,"X = 0x7e1fae8285e035bec244bef2d0e5ebf436633cf50e55231dea9c9cf21d4c8c33
      df85d4305de92971f0a4b4c07e00d87bdbc720eb66e49079285aaf12e0171149"
8133,"Y = 0x2cc89998b875d4463805ba0d858a196592db20ab161558ff2f4ef7a85725d209
      53967ae621afdeae89bb77c83a2528ef6fce02f68bda4679d7f2704947dbc408"
8133,X = 0xb51adf93a40ab15792164fad3352f95b66369eb2a4ef5efae32829320363350e
8133,Y = 0x74a358cc08593612f5955d249c96afb7e8b0bb6d8bd2bbe491046650d822be18
8133,U = 0xebe97afffe0d0f88b8b0114b8de430ac2b34564e4420af24728e7305bc48aeaa
8133,V = 0x828f2dcf8f06612b4fea4da72ca509c0f76dd37df424ea22bfa6f4f65748c1e4
8133,"X = 0x489c91784e02e98f19a803abca319917f37689e5a18965251ce2ff4e8d8b298f
      5ba7470f9e0e713487f96f4a8397b3d09a270c9d367eb5e0e6561adeeb51581d"
8133,"Y = 0x684ea885aca64eaf1b3fee36c0852a3be3bd8011b0ef18e203ff87028d6eb5db
      2c144a0dcc71276542bfd72ca2a43fa4f4939da66d9a60793c704a8c94e16f18"
8133,"U = 0x3a3496f97e96b3849a4fa7db60fd93858bde89958e4beebd05a6b3214216b37c
      9d9a560076e7ea59714828b18fbfef996ffc98bf3dc9f2d3cb0ed36a0d6ace88"
8133,"V = 0x52d884c8bf0ad6c5f7b3973e32a668daa1f1ed092eff138dae6203b2ccdec561
      47464d35fec4b727b2480eb143074712c76550c7a54ff3ea26f70059480dcb50"
8133,SEED = 0x0013
8133,X = 0xA69D51CAF1A309FA9E9B66187759B0174C274E080356F23CFCBFE84D396AD7BB
8133,Y = 0x5D26F29ECC2E9AC0404DCF7986FA55FE94986362170F54B9616426A659786DAC
8133,X = 0x59495655D1E7C7424C622485F575CCF121F3122D274101E8AB734CC9C9A9B45E
8133,Y = 0x48D1C311D33C9B701F3B03618562A4A07A044E3AF31E3999E67B487778B53C62
8133,alpha=0x1F2538097D5A031FA68BBB43C84D12B3DE47B7061C0D5E24993E0C873CDBA6B3
8133,X = 0xBBC77CF42DC1E62D06227935379B4AA4D14FEA4F565DDF4CB4FA4D31579F9676
8133,Y = 0x8E16604A4AFDF28246684D4996274781F6CB80ABBBA1414C1513EC988509DABF
8133,X = 0x204F564383B2A76081B907F3FCA8795E806BE2C2ED228730B5B9E37074229E8D
8133,Y = 0xE84F9E442C61DDE37B601A7F37E7CA11C56183FA071DFA9320EDE3E7521F9D41
8133,beta=0xDC497D9EF6324912FD367840EE509A2032AEDB1C0A890D133B45F596FCCBD45D
8133,X = 0x6097341C1BE388E83E7CA2DF47FAB86E2271FD942E5B7B2EB2409E49F742BC29
8133,Y = 0xC81AA48BDB4CA6FA0EF18B9788AE25FE30857AA681B3942217F9FED151BAB7D0
8133,X = 0xDC137A2F1D4A35AEBC0ECBF6D3486DEF8480BFDC752A86DD4F207D7D1910E22D
8133,Y = 0x7532F0CE99DCC772A4D77861DAE57C138F07AE304A727907FB0AAFDB624ED572
8133,X = 0x3D715A874A4B17CB3B517893A9794A2B36C89D2FFC693F01EE4CC27E7F49E399
8133,Y = 0x1C5A641FCF7CE7E87CDF8CEA38F3DB3096EACE2FAD158384B53953365F4FE7FE
8133,X = 0x6DC2AE26BC691FCA5A73D9C452790D15E34BA5404D92955B914C8D2662ABB985
8133,Y = 0x3B02AAA9DD65AE30C335CED12F3154BBAC059F66B088306747453EDF6E5DB077
8133,alpha=0x499D72B90299CAB0DA1F8BE19D9122F622A13B32B730C46BD0664044F2144FAD
8133,X = 0x61D6F916DB717222D74877F179F7EBEF7CD4D24D8C1F523C048E34A1DF30F8DD
8133,Y = 0x3EC48863049CFCFE662904082E78503F4973A4E105E2F1B18C69A5E7FB209000
8133,X = 0x21F5437AF33D2A1171A070226B4AE82D3765CD0EEBFF1ECEFE158EBC50C63AB1
8133,Y = 0x5C9553B5D11AAAECE738AD9A9F8CB4C100AD4FA5E089D3CBCCEA8C0172EB7ECC
8133,beta=0x0F69FF614957EF83668EDC2D7ED614BE76F7B253DB23C5CC9C52BF7DF8F4669D
8133,X = 0x33BC6F7E9C0BA10CFB2B72546C327171295508EA97F8C8BA9F890F2478AB4D6C
8133,Y = 0x75D57B396C396F492F057E9222CCC686437A2AAD464E452EF426FC8EEED1A4A6
8133,X = 0x089DDEE718EE8A224A7F37E22CFFD731C25FCBF58860364EE322412CDCEF99AC
8133,Y = 0x0ECE03D4E395A6354C571871BEF425A532D5D463B0F8FD427F91A43E20CDA55C
8133,X = 0x1E36383E43BB6CFA2917167D71B7B5DD3D6D462B43D7C64282AE67DFBEC2559D
8133,Y = 0x137478A9F721C73932EA06B45CF72E37EB78A63F29A542E563C614650C8B6399
8133,X = 0x945821DAF91E158B839939630655A3B21FF3E146D27041E86C05650EB3B46B59
8133,Y = 0x3A0C2816AC97421FA0E879605F17F0C9C3EB734CFF196937F6284438D70BDC48
8133,alpha=0x3A54AC3F19AD9D0B1EAC8ACDCEA70E581F1DAC33D13FEAFD81E762378639C1A8
8133,X = 0x96B7F09C94D297C257A7DA48364C0076E59E48D221CBA604AE111CA3933B446A
8133,Y = 0x54E4953D86B77ECCEB578500931E822300F7E091F79592CA202A020D762C34A6
8133,X = 0x81BBD6FCA464D2E2404A66D786CE4A777E739A89AEB68C2DAC99D53273B75387
8133,Y = 0x6B6DBD922EA7E060998F8B230AB6EF07AD2EC86B2BF66391D82A30612EADD411
8133,beta=0x448781782BF7C0E52A1DD9E6758FD3482D90D3CFCCF42232CF357E59A4D49FD4
8133,X = 0x4B9C0AB55A938121F282F48A2CC4396EB16E7E0068B495B0C1DD4667786A3EB7
8133,Y = 0x223460AA8E09383E9DF9844C5A0F2766484738E5B30128A171B69A77D9509B96
8133,X = 0x2ED9B903254003A672E89EBEBC9E31503726AD124BB5FC0A726EE0E6FCCE323E
8133,Y = 0x4CF5E1042190120391EC8DB62FE25E9E26EC60FB0B78B242199839C295FCD022
8133,"X = 0x2A17F8833A32795327478871B5C5E88AEFB91126C64B4B8327289BEA62559425
      D18198F133F400874328B220C74497CD240586CB249E158532CB8090776CD61C"
8133,"Y = 0x728F0C4A73B48DA41CE928358FAD26B47A6E094E9362BAE82559F83CDDC4EC3A
      4676BD3707EDEAF4CD85E99695C64C241EDC622BE87DC0CF87F51F4367F723C5"
8133,"X = 0x0C0AB53D0E0A9C607CAD758F558915A0A7DC5DC87B45E9A58FDDF30EC3385960
      283E030CD322D9E46B070637785FD49D2CD711F46807A24C40AF9A42C8E2D740"
8133,"Y = 0xDF93A8012B86D3A3D4F8A4D487DA15FC739EB31B20B3B0E8C8C032AAF8072C63
      37CF7D5B404719E5B4407C41D9A3216A08CA69C271484E9ED72B8AAA52E28B8B"
8133,"alpha=0x3CE54325DB52FE798824AEAD11BB16FA766857D04A4AF7D468672F16D90E7396
        046A46F815693E85B1CE5464DA9270181F82333B0715057BBE8D61D400505F0E"
8133,"X = 0xB93093EB0FCC463239B7DF276E09E592FCFC9B635504EA4531655D76A0A3078E
      2B4E51CFE2FA400CC5DE9FBE369DB204B3E8ED7EDD85EE5CCA654C1AED70E396"
8133,"Y = 0x809770B8D910EA30BD2FA89736E91DC31815D2D9B31128077EEDC371E9F69466
      F497DC64DD5B1FADC587F860EE256109138C4A9CD96B628E65A8F590520FC882"
8133,"X = 0xE7510A9EDD37B869566C81052E2515E1563FDFE79F1D782D6200F33C3CC2764D
      40D0070B73AD5A47BAE9A8F2289C1B07DAC26A1A2FF9D3ECB0A8A94A4F179F13"
